text,label
"Lab programs 1

public class MainActivity extends AppCompatActivity {
    EditText t1;
    Button b1;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        EdgeToEdge.enable(this);
        setContentView(R.layout.activity_main);
        t1 = (EditText) findViewById(R.id.editText1);



    }

    public void show(View v) {
        String nm = t1.getText().toString();
        Toast.makeText(this, ""Hello Programmer "" + nm, Toast.LENGTH_LONG).show();
    }


}",neutral
"Where can I find the intermediate, advanced and mastery courses? I tried looking at the channel playlist but did not find them.",neutral
Can I type java on VS code?,neutral
"Mosh you are a Magicien man , a big thanks for you bro",positive
Anyone watching in 2025😅😊,neutral
"where can i find the next parts, the intermediate, advanced and mastery courses?",neutral
"Hi! I have a ChromeBook and i can't install this app, it says it's avaliable only for windows or linux. Do you have any recomandations for another app that i can use ?",neutral
"I think you are a good person. Thank you for the video, god bless you",positive
16:15,neutral
How can we solve the FizzBuzz with switch case ??,neutral
I think voice is not going with video,neutral
"2:21:08 You cannot iterate backwards in a for each loop
Meanwhile me with a string reversing program in python be like:
haha string = input(""Enter a sentence"")
rev_str = """"
var = string[len(string) - 1] 
for var in string: 
rev_str = str(var) + rev_str 
var = string[(len(string) - 1) - 1] go brr",positive
Thank you.. You english is very good to understand,positive
"How you always break down complex topics into consumable chunks needs to be studied.. Love and gratitude from Lagos, Nigeria",positive
Is this worth it?,neutral
5:22 5:23 5:24 5:24 5:25 5:25 5:25 5:25 5:25 5:26 5:26 5:26 5:26 5:26 5:27 5:27 5:27 5:27 5:27 5:28 5:28 5:28 5:28 5:28 5:29 5:29 5:29,neutral
Thank you for this course! Its beed super helpfull,positive
I am so glad I found this tutorial! But My InteliJ version is a newer one and I am on windows. So it looks a little different from your tutorial mosh! Thats the only problem i have!,neutral
Drop a shortcut,neutral
"I love how you say ""ok""? After everything that's really important.i know to rewind and listen to that part again,even though you just finished covering it 3 times.",positive
Luckily...i landed on this masterpieces 🎉,neutral
Thanks for giving this out for free,positive
"in the boolean, why can't ""yes or no"" be used in place of ""True or False""",neutral
"I have a job for you tranks you very mach, you save my life",neutral
یعنی از خوشحالی نمی دونم واقعا چی بگم وقتی دیدم معلم بلزیکی درس جاوا این ویدیو رو برای درس معرفی کرده اقای همدانی براتون بهترین ها را ارزو دارم. من سه ماه هست که برای خواندن درس رشته انفورماتیک به زبان هلندی به دنبال ویدیوهای مختلف به زبان فارسی هستم برای درس پایتون هیچ کدام از ویدیوها برایم مفید نبود و متاسفانه امتحان رو رد شدم. با این وثدیو شما کلی امیدوارشدم که درس حاوا را می توانم قبول بشم,neutral
done,neutral
But I have no money I belong to a poor family,neutral
Anyone watching in 2025 💀💀,neutral
No,neutral
are you the same guy that played as Mos in White collar ?,neutral
which the latest Java version to download,neutral
Anybody india here?,neutral
Thanks for sharing!,positive
"THIS'S ONE OF THE BEST YOUTUBE TO LEARN PROGRAM I SEEN EVEN , PLEASE CAN I HAVE A TUTORIAL ON JAVA FROM A TO Z
👀👀",neutral
hello mosh hamademash how are you,neutral
Me watching this because later we have IS/Information systems Olympics Game,neutral
"bennett
i am lurning coging",neutral
"Hi mosh,
I purchased this course. But I don't  see videos about StringBuilder and StringBuffer. Do we have it as part of a different Java course ?",neutral
"Hello , is there an updated version of this video with the latest versions of Java and IntelliJ?Some of the screenshots in this video don't fully match what I am seeing in the newer versions, just curious. For example in the section discuss in 10:32 there is no field for Base Package when creating a new project",neutral
Jyada hindi bhi nahi samnj aa rahi h,neutral
I just realized that you showed the steps to download for MacOS not WINDOWS!!,neutral
MAAAN I WANNA KISS UR HEAD THANK U,positive
Thank you for making coding seem less scary,positive
"2:21:11 While we iterate arrays from the end to the beginning here, an exception will occur Exception in thread ""main"" java.lang.ArrayIndexOutOfBoundsException: Index 3 out of bounds for length 3 

This is because array indices in Java are zero-based, meaning they start at 0 and go up to length - 1. In the given loop, we're starting from fruits.length, which is out of bounds for our array. So it can be corrected as:

  for(int i = fruits.length - 1; i >= 0; i--)",neutral
thanks for all the work you put in the Tutorials,positive
Mosh you are my number one 1#,neutral
Im sorry but im struggling to understand. I've never done coding before and without any explanation what System package is at the beggining (just said oh thats the package) or showing what the void actually is. The explanations are very vague and it's hard to catch up. Maybe this is a good tutorial for those who know some languages already but not beginners.,neutral
Im wondering what type of laptop I should but to begin learning this and to become successful in this IT industry,neutral
finsihed the basics well I need to move on in advance I guess,positive
I love your all of programming video,positive
Hlo sir! Can I learn coding in mobile if system is not there means?,neutral
whos here cuz they be wanting to code Minecraft mods,neutral
"Mosh speaking hindi 

what is that man.",neutral
Goat,neutral
"Instructor is Mosh Hamedani
01:47 Installing Java
dmg is an Apple file type
creating a new intellij project is different now
17:06 for me its open in>Terminal
20:24 i could not accurately recreate these steps in the Terminal
36:00 reference types
41:00 i get an error concerning the x and y.
1:02:40  story about pi
1:30:40 project was weird i think i did it right but the small values confused me and i kept looking for bugs.
abrupt end",negative
"Thanks for providing the Hindi Audio, it helped a lot ❤❤",positive
"I’m here on oct 25/24 
And my big problem is my bad English to give up me from developing 😔",negative
up to 10 minutes bro is yapping and being a big big skibidi yapper,neutral
where is the other 3 video bro ??????,neutral
Thank you so much i've learned a lot of new things in java thanks to you.,positive
"Hey Mosh, great video, really helped me to recapitulate almost all of Java. I just wanted to ask you from where you can put such codes like this, what editing platform did you use?",neutral
"Here in 2024 ❤

Updating my comments afterwards",neutral
The 3.2K dislike probably came from python users!,neutral
man my mortgage calculator code is so much more complicated,neutral
Finally in hindi is out thank you sir ji❤,positive
01:30:00,neutral
Crooks Lodge,neutral
I'm so exactly excited ☺ this Video really I understood My best thanks for free this course.,positive
This is not containing oops right?,neutral
Lauriane Village,neutral
Here is my tip for you. Speak slower so the person watching can adjust to the changes. This will help them focus and learn more.,neutral
"You are great Mosh😊,. I studied Mathematics but now I'm becoming a programmer🤩",positive
"My mans from Iran, damn. I hope he is treated nicely in US",neutral
Thanks,positive
